,0,1,2,3
"[4, 13]",-1.0,-1.0,0.0,-1.0
"[4, 14]",0.0,-1.0,0.0,-1.0
"[5, 13]",-1.0,-1.0,-1.9,-1.9
"[4, 11]",-1.9,-1.0,-1.0,-1.9
"[3, 12]",0.0,-1.0,-1.0,0.0
"[2, 12]",-1.0,-1.0,-1.0,0.0
"[2, 13]",-1.0,-1.0,0.0,-1.0
"[2, 14]",0.0,-1.0,0.0,0.0
"[3, 13]",0.0,0.0,-1.0,-1.0
"[4, 10]",-1.9,0.0,-1.9,-1.0
"[3, 11]",-1.0,-1.0,-1.0,-1.9
"[2, 11]",-1.0,0.0,0.0,-1.0
"[4, 9]",-1.0,0.0,-1.0,0.0
"[3, 9]",0.0,-1.0,-1.0,0.0
"[3, 8]",-1.0,-1.0,-1.0,-1.9
"[4, 7]",-1.0,-1.0,-1.0,-1.0
"[7, 4]",-1.0,-0.5,0.0,0.0
"[7, 5]",-1.0,-0.5,0.0,0.0
"[7, 6]",-0.5,0.0,0.0,-1.0
"[8, 6]",-1.0,0.0,0.0,-1.0
"[9, 6]",-0.75,-1.225,-0.875,-1.225
"[10, 6]",-0.975,-0.75,-1.0875,-1.225
"[11, 6]",-1.0,-1.43875,-1.2125,-1.0
"[12, 6]",-1.0,-0.5,-1.658125,-0.5
"[12, 7]",-0.5,-1.0,-1.0,-1.0
"[13, 7]",0.0,-0.725,-1.0,0.0
"[11, 7]",-1.0,-0.5,-1.0,-0.725
"[10, 7]",-1.0,-0.5,-0.5,-1.0
"[10, 8]",-1.0,-1.1125,0.0,-1.0
"[11, 8]",0.0,0.0,-1.0,-1.0
"[12, 8]",-0.75,-1.0,-0.5,0.0
"[11, 5]",-1.43875,-0.975,-1.52,-1.0
"[12, 5]",0.0,-0.5,-1.0,0.0
"[10, 9]",-1.0,0.0,-1.0,0.0
"[9, 9]",-1.0,0.0,-1.0,-1.0
"[7, 8]",-1.45,-0.75,-0.725,0.0
"[2, 8]",-1.0,0.0,-1.0,-1.0
"[2, 9]",0.0,-1.0,-1.0,-1.0
"[1, 8]",-1.0,-1.0,-1.0,-1.0
"[1, 9]",0.0,-1.0,0.0,-1.0
"[2, 10]",0.0,-1.0,0.0,0.0
"[0, 8]",0.0,-1.0,-2.0,-1.0
"[1, 7]",0.0,0.0,0.0,-1.0
"[0, 7]",0.0,-1.0,0.0,0.0
"[0, 6]",-1.0,-1.0,0.0,-1.9
"[0, 5]",-1.0,-1.0,-2.0,-1.0
"[0, 4]",-1.0,0.0,-2.0,-1.0
"[1, 5]",-1.0,-1.9,0.0,-1.0
"[1, 6]",0.0,-1.0,-1.0,-1.0
"[1, 4]",-1.0,-1.0,-1.0,-1.0
"[1, 3]",-0.95,0.0,-1.0,-0.5
"[2, 4]",0.0,0.0,-1.0,-1.0
"[0, 3]",-1.0,-1.0,-2.0,-0.5
"[0, 2]",-1.0,-1.9,-2.0,-1.0
"[1, 2]",-1.0,-1.0,-1.9,-1.0
"[0, 1]",-1.0,-1.0,-1.6524999999999999,-1.6749999999999998
"[2, 2]",-0.5,0.0,-1.9,-1.0
"[3, 2]",0.0,0.0,-1.0,0.0
"[2, 5]",0.0,0.0,-1.0,-1.0
"[3, 5]",-1.0,0.0,0.0,0.0
"[3, 6]",-1.0,-1.0,-1.0,-1.0
"[2, 6]",-1.0,0.0,-1.0,-1.0
"[3, 7]",-1.0,-1.0,-1.0,-1.0
"[4, 6]",-1.9,0.0,0.0,-1.0
"[2, 7]",0.0,-1.0,0.0,0.0
"[7, 10]",-1.0,-1.0,0.0,0.0
"[6, 10]",0.0,-1.0,-1.9,0.0
"[9, 10]",0.0,0.0,-1.0,-1.0
"[10, 10]",0.0,-1.0,-1.0,0.0
"[8, 10]",0.0,0.0,-1.0,0.0
"[7, 11]",-1.0,-1.0,-1.0,-1.0
"[8, 11]",0.0,-1.0,-1.0,0.0
"[9, 11]",-1.0,0.0,0.0,-1.0
"[10, 11]",0.0,-1.0,0.0,0.0
"[9, 12]",-1.0,0.0,-1.0,-1.0
"[9, 13]",-1.0,-1.0,-1.9,0.0
"[8, 13]",-1.9,-1.0,-1.9,-1.0
"[10, 12]",0.0,0.0,-1.0,0.0
"[8, 12]",-1.0,0.0,-1.0,-1.0
"[7, 12]",-1.9,-1.0,-1.9,-1.9
"[7, 13]",-1.9,-1.9,-1.9,-1.9
"[6, 13]",-1.9,0.0,-1.0,-1.9
"[6, 14]",-1.0,-1.0,-1.0,-1.9
"[7, 14]",-1.9,-1.9,-1.0,-1.9
"[7, 15]",-1.0,-1.9,-1.0,-1.0
"[9, 14]",-1.0,-1.0,-1.9,0.0
"[8, 14]",-1.9,-1.0,-1.9,-1.0
"[5, 14]",-1.9,-1.0,-1.0,-1.9
"[3, 10]",0.0,-1.0,0.0,0.0
"[6, 11]",-1.0,0.0,-1.9,-1.0
"[8, 15]",-1.9,-1.9,-1.9,-1.0
"[7, 16]",-1.9,-1.9,-1.0,-1.0
"[6, 16]",-1.0,-1.9,-1.0,0.0
"[6, 17]",-1.0,-1.0,0.0,-1.0
"[5, 17]",-1.0,-1.0,0.0,-1.0
"[5, 16]",0.0,-1.0,0.0,-1.0
"[4, 16]",0.0,-1.0,-1.0,0.0
"[3, 16]",0.0,-1.0,0.0,0.0
"[3, 15]",0.0,0.0,0.0,-1.0
"[4, 15]",-1.0,0.0,0.0,0.0
"[6, 15]",0.0,-1.9,0.0,-1.0
"[8, 16]",-1.0,-1.0,-1.9,-1.0
"[8, 17]",-1.9,-1.9,-1.9,-1.0
"[7, 17]",-1.0,-1.9,-1.0,-1.0
"[6, 18]",-1.0,-1.0,-1.0,-1.9
"[5, 18]",-1.0,-1.0,-1.0,-1.0
"[6, 19]",0.0,-1.0,-1.0,-1.0
"[4, 18]",0.0,0.0,-1.0,0.0
"[4, 19]",-1.0,0.0,0.0,-1.0
"[4, 20]",-1.0,0.0,0.0,0.0
"[4, 21]",0.0,0.0,-1.0,0.0
"[3, 21]",-1.0,0.0,-1.0,0.0
"[2, 21]",0.0,-1.0,-1.0,-1.0
"[1, 21]",-1.0,0.0,-1.0,-1.0
"[0, 21]",0.0,0.0,0.0,-1.0
"[1, 22]",0.0,-1.0,0.0,-1.0
"[2, 20]",-1.0,0.0,-1.0,-1.0
"[3, 20]",-1.0,0.0,-1.0,0.0
"[1, 20]",-1.0,0.0,-1.0,-1.0
"[0, 20]",0.0,-1.0,-2.0,-1.0
"[0, 19]",-1.0,0.0,0.0,0.0
"[2, 22]",-1.0,0.0,0.0,0.0
"[2, 23]",0.0,0.0,-1.0,0.0
"[1, 23]",-1.0,0.0,0.0,0.0
"[1, 24]",0.0,-1.0,0.0,0.0
"[0, 24]",-1.0,0.0,0.0,0.0
"[0, 25]",-1.0,0.0,0.0,0.0
"[0, 26]",-2.0,0.0,-2.0,-1.0
"[0, 27]",0.0,0.0,0.0,-1.0
"[1, 27]",0.0,-1.0,0.0,0.0
"[1, 26]",0.0,0.0,0.0,-1.0
"[2, 26]",-1.0,0.0,-1.0,-1.0
"[3, 26]",0.0,0.0,-1.0,0.0
"[2, 27]",0.0,-1.0,-1.0,-1.0
"[3, 27]",0.0,0.0,-1.0,-1.0
"[2, 28]",-1.0,0.0,-1.0,-1.0
"[2, 29]",0.0,-1.0,-1.0,-1.0
"[1, 29]",-1.0,0.0,0.0,-1.0
"[1, 30]",0.0,0.0,0.0,-1.0
"[2, 30]",0.0,-1.0,0.0,0.0
"[3, 29]",-1.0,-1.0,-1.0,0.0
"[3, 30]",-1.0,0.0,0.0,0.0
"[4, 30]",0.0,-1.0,0.0,0.0
"[4, 29]",0.0,0.0,-1.0,-1.0
"[3, 28]",-1.0,0.0,0.0,-1.0
"[4, 28]",-1.0,-1.0,0.0,0.0
"[5, 28]",-1.0,-1.0,0.0,0.0
"[5, 27]",-1.0,-1.0,-1.0,-1.0
"[6, 27]",0.0,-1.0,-1.0,-1.0
"[6, 26]",-1.0,0.0,-1.0,0.0
"[7, 27]",0.0,-1.0,0.0,-1.0
"[8, 27]",0.0,-1.0,0.0,-1.9
"[8, 26]",-1.0,-1.0,-1.0,-1.0
"[9, 26]",-1.0,-1.0,-1.0,0.0
"[9, 25]",-1.0,-1.0,0.0,0.0
"[9, 27]",0.0,0.0,0.0,-1.0
"[10, 27]",-1.0,-1.0,-1.0,-1.0
"[10, 28]",-1.0,-1.0,0.0,-1.0
"[10, 29]",0.0,-1.0,0.0,0.0
"[11, 28]",0.0,0.0,0.0,-1.0
"[11, 27]",-1.0,-1.0,-1.0,0.0
"[11, 26]",0.0,0.0,-1.0,0.0
"[10, 26]",0.0,-1.0,-1.0,-1.0
"[10, 25]",0.0,0.0,0.0,-1.0
"[7, 26]",-1.0,0.0,-1.0,-1.0
"[5, 29]",-1.0,-1.0,0.0,0.0
"[4, 27]",-1.0,-1.0,0.0,-1.0
"[5, 26]",0.0,-1.0,0.0,0.0
"[5, 25]",0.0,-1.0,0.0,0.0
"[4, 25]",0.0,-1.0,0.0,0.0
"[4, 24]",0.0,-1.0,0.0,0.0
"[4, 23]",-1.0,0.0,-1.0,-1.0
"[3, 23]",0.0,0.0,0.0,-1.0
"[5, 23]",-1.0,-1.0,0.0,0.0
"[5, 24]",0.0,0.0,0.0,-1.0
"[6, 24]",0.0,0.0,0.0,-1.0
"[7, 24]",0.0,0.0,-1.0,-1.0
"[8, 24]",-1.0,-1.0,-1.0,-1.0
"[8, 23]",-1.0,-1.0,-1.0,-1.0
"[8, 22]",-1.0,0.0,-1.0,-1.0
"[7, 22]",-1.0,0.0,0.0,-1.0
"[9, 22]",0.0,0.0,-1.0,0.0
"[9, 23]",0.0,-1.0,-1.0,-1.0
"[7, 23]",0.0,-1.0,0.0,-1.9
"[9, 24]",0.0,0.0,-1.0,0.0
"[8, 25]",-1.0,0.0,-1.0,-1.0
"[7, 25]",0.0,-1.0,0.0,0.0
"[10, 23]",0.0,0.0,0.0,-1.0
"[11, 23]",-1.0,-1.0,-1.0,-1.0
"[11, 24]",0.0,-1.0,0.0,0.0
"[12, 23]",-1.0,0.0,-1.0,-1.0
"[12, 22]",0.0,0.0,0.0,-1.0
"[13, 22]",-1.0,0.0,0.0,0.0
"[13, 23]",0.0,0.0,-1.0,0.0
"[12, 24]",0.0,0.0,0.0,-1.0
"[11, 22]",0.0,-1.0,0.0,0.0
"[11, 21]",-1.0,-1.0,-0.5,0.0
"[11, 20]",-1.0,-0.75,-1.0,-1.225
"[12, 21]",0.0,-1.0,-0.5,0.0
"[12, 20]",-0.5,-1.0,-1.0,-1.0
"[12, 19]",0.0,0.0,-1.0,-0.5
"[13, 20]",0.0,0.0,-1.0,-0.5
"[10, 20]",0.0,-1.0,0.0,-1.0875
"[10, 19]",-0.5,-1.0,0.0,0.0
"[10, 18]",0.0,-1.0,0.0,-0.5
"[10, 17]",-1.0,-1.0,0.0,-1.0
"[9, 17]",-1.0,-1.9,-1.0,0.0
"[9, 18]",0.0,0.0,-1.0,0.0
"[8, 18]",-1.0,-1.0,-1.0,-1.0
"[7, 18]",-1.9,-1.0,-1.0,-1.9
"[8, 19]",-1.0,-1.0,0.0,-1.9
"[7, 19]",0.0,-1.0,0.0,-1.0
"[4, 17]",-1.0,0.0,0.0,0.0
"[5, 19]",-1.0,-1.9,-1.0,-1.0
"[5, 20]",0.0,-1.0,0.0,0.0
"[8, 20]",0.0,-1.0,-1.0,0.0
"[9, 16]",-1.0,0.0,0.0,0.0
"[9, 15]",0.0,0.0,-1.9,0.0
"[10, 14]",0.0,-1.0,0.0,0.0
"[10, 13]",0.0,0.0,0.0,-1.0
"[11, 13]",0.0,0.0,0.0,-1.0
"[12, 13]",0.0,0.0,-1.0,-0.75
"[12, 14]",-1.0,-0.5,-1.0,-0.725
"[12, 15]",-1.0,-1.0,-1.0,-1.0
"[11, 15]",-1.0,0.0,-1.0,0.0
"[10, 15]",-1.0,0.0,0.0,-1.0
"[13, 15]",-1.0,-0.5,-1.0,-1.0
"[14, 15]",-0.75,-1.0,0.0,-0.725
"[14, 14]",-1.0,-1.0,-1.0,-1.0
"[15, 14]",-0.5,0.0,-1.0,-0.875
"[13, 14]",-0.75,-1.0,-0.5,-1.0
"[12, 16]",-0.5,-1.0,0.0,-1.0
"[11, 14]",-1.0,0.0,0.0,-1.0
"[10, 16]",0.0,0.0,0.0,-1.0
"[11, 17]",0.0,-1.0,0.0,0.0
"[11, 16]",0.0,0.0,0.0,-1.0
"[13, 16]",0.0,-0.5,-1.0,-1.0
"[13, 17]",-1.0,0.0,-0.5,0.0
"[13, 18]",0.0,0.0,-1.0,-0.5
"[12, 18]",0.0,0.0,10000.0,0.0
None,0.0,0.0,0.0,0.0
"[2, 3]",0.0,-0.5,0.0,-0.5
"[3, 3]",-0.5,0.0,0.0,0.0
"[3, 4]",0.0,-0.5,0.0,-0.5
"[4, 4]",0.0,0.0,-0.75,0.0
"[4, 5]",-0.5,0.0,0.0,0.0
"[5, 5]",-0.5,0.0,0.0,0.0
"[9, 7]",0.0,-1.4718749999999998,0.0,-0.5
"[10, 5]",-0.975,-0.9375,-0.75,-1.37625
"[10, 4]",-0.975,-0.5,-0.75,-0.875
"[11, 4]",-1.4375,-0.5,-0.5,-0.75
"[12, 4]",0.0,-0.5,-0.75,0.0
"[9, 5]",-0.5,-0.8625,-0.5,-0.975
"[12, 9]",-0.5,-0.5,0.0,0.0
"[9, 8]",0.0,-0.5,-0.5,0.0
"[12, 3]",-0.5,0.0,0.0,0.0
"[9, 4]",-0.5,-0.725,0.0,-0.5
"[8, 5]",0.0,0.0,-0.5,0.0
"[7, 3]",0.0,0.0,0.0,-0.5
"[7, 2]",0.0,-0.5,-0.5,-0.5
"[6, 2]",0.0,-0.5,0.0,-0.5
"[6, 1]",-0.5,-0.5,-0.5,0.0
"[4, 2]",0.0,0.0,0.0,-0.5
"[7, 0]",-0.5,-1.0,0.0,0.0
"[7, 1]",-0.5,0.0,-0.5,0.0
"[8, 2]",0.0,0.0,0.0,-0.5
"[9, 2]",0.0,0.0,0.0,-0.5
"[9, 1]",0.0,0.0,0.0,-0.5
"[10, 1]",0.0,0.0,0.0,-0.5
"[11, 1]",-0.5,0.0,0.0,0.0
"[11, 2]",0.0,0.0,-0.5,0.0
"[11, 3]",-0.725,0.0,-0.5,0.0
"[10, 3]",-0.5,0.0,-0.5,0.0
"[9, 3]",0.0,0.0,0.0,-0.5
"[13, 6]",0.0,-0.5,-0.5,-0.5
"[13, 5]",-0.5,0.0,0.0,0.0
"[14, 6]",-0.5,-0.5,0.0,0.0
"[14, 5]",0.0,-0.5,0.0,0.0
"[14, 4]",0.0,0.0,-0.5,-0.5
"[13, 4]",-0.5,0.0,0.0,0.0
"[15, 4]",-0.5,0.0,0.0,0.0
"[15, 5]",-0.5,0.0,0.0,0.0
"[15, 6]",0.0,0.0,-0.5,0.0
"[14, 7]",-0.5,0.0,0.0,0.0
"[14, 8]",0.0,-0.5,-0.5,0.0
"[15, 8]",-0.5,-0.75,-0.5,0.0
"[15, 9]",0.0,-0.5,0.0,0.0
"[15, 7]",-0.5,-0.725,-0.5,-0.5
"[16, 7]",-0.5,-0.5,-0.75,-0.75
"[17, 7]",0.0,0.0,-0.75,-0.5
"[16, 8]",0.0,-0.5,0.0,0.0
"[18, 7]",-0.5,0.0,0.0,-0.5
"[18, 8]",0.0,0.0,-0.5,-0.5
"[19, 8]",-0.5,-0.5,-0.5,0.0
"[20, 8]",0.0,0.0,0.0,-0.75
"[21, 8]",-0.75,-0.5,0.0,0.0
"[21, 9]",-0.75,0.0,-0.75,-0.5
"[20, 9]",-0.5,-0.5,-0.75,0.0
"[20, 10]",-0.5,-0.5,-0.5,-0.5
"[21, 7]",0.0,0.0,-0.5,0.0
"[21, 6]",0.0,0.0,0.0,-0.5
"[22, 6]",-0.75,0.0,0.0,0.0
"[22, 7]",-0.75,0.0,0.0,-0.5
"[22, 8]",-0.5,0.0,-0.5,0.0
"[22, 9]",-0.75,-0.5,-0.5,0.0
"[21, 10]",0.0,-0.75,0.0,-0.5
"[22, 10]",0.0,-0.5,-0.5,-0.5
"[23, 10]",0.0,-0.5,0.0,-0.5
"[23, 9]",0.0,-0.5,-0.75,0.0
"[23, 8]",-0.5,-0.5,0.0,0.0
"[23, 7]",0.0,-0.5,-0.5,-0.5
"[24, 7]",0.0,-0.5,0.0,0.0
"[24, 6]",0.0,0.0,-0.5,0.0
"[23, 6]",-0.5,0.0,0.0,0.0
"[24, 10]",0.0,-0.5,0.0,-0.5
"[25, 10]",0.0,0.0,-0.5,0.0
"[24, 9]",0.0,0.0,-0.5,0.0
"[19, 9]",-0.5,-0.5,0.0,-0.5
"[19, 10]",-0.5,-0.5,0.0,-0.75
"[20, 11]",0.0,-0.5,-0.75,-0.5
"[21, 11]",0.0,0.0,-0.5,0.0
"[19, 11]",-0.75,-0.5,-0.75,0.0
"[19, 12]",-0.5,-0.5,-0.5,-0.875
"[19, 13]",-0.75,-0.75,-0.725,-0.75
"[19, 14]",-0.725,-0.75,-0.725,-0.75
"[20, 14]",-0.875,-0.75,0.0,0.0
"[20, 13]",-0.5,-0.975,-0.975,-0.5
"[21, 13]",-0.975,0.0,-0.5,-0.5
"[22, 13]",-0.5,0.0,-0.5,-0.5
"[23, 13]",-0.5,-0.5,-0.5,-0.875
"[21, 14]",-0.975,-0.75,-0.75,-0.75
"[22, 14]",-0.5,-0.975,-1.2125,-0.5
"[20, 15]",-0.5,-0.5,-0.75,-0.5
"[21, 15]",-0.5,-0.5,0.0,-0.75
"[21, 16]",-1.0875,0.0,-0.5,-0.5
"[21, 17]",-0.5,-0.75,-0.5,-0.75
"[22, 17]",-0.5,-0.75,-0.5,-0.75
"[22, 18]",-0.5,-0.5,-0.5,-0.75
"[23, 17]",-0.5,-0.5,-0.5,0.0
"[23, 18]",0.0,-0.5,-0.5,0.0
"[22, 16]",-0.725,-1.1,-0.5,-0.975
"[21, 18]",0.0,0.0,-0.5,-0.75
"[20, 18]",0.0,0.0,0.0,-0.5
"[21, 19]",-0.75,0.0,0.0,0.0
"[21, 20]",-0.5,-0.5,-0.5,-0.5
"[20, 20]",-0.75,-0.5,-0.5,-0.5
"[19, 20]",0.0,0.0,-0.75,-0.5
"[20, 21]",-0.5,-0.5,-0.5,-0.5
"[21, 21]",-0.5,-0.5,-0.5,-0.5
"[22, 21]",0.0,-0.5,0.0,0.0
"[22, 20]",0.0,0.0,-0.5,0.0
"[22, 19]",0.0,-0.5,0.0,-0.5
"[20, 17]",0.0,-0.5,0.0,0.0
"[23, 16]",-0.5,-0.5,-1.0875,-0.5
"[22, 15]",-0.975,-0.975,-0.75,-0.75
"[19, 15]",-0.75,-0.75,-0.75,-0.725
"[20, 12]",-0.725,0.0,-0.5,-0.975
"[21, 12]",-0.5,0.0,0.0,-0.5
"[22, 12]",0.0,-0.5,-0.5,0.0
"[24, 13]",-0.5,-0.75,-0.5,0.0
"[23, 14]",-0.5,-0.75,-0.5,-0.75
"[23, 12]",-0.725,-0.5,0.0,0.0
"[24, 12]",0.0,0.0,-0.75,0.0
"[23, 15]",-0.75,0.0,-0.725,-0.75
"[24, 16]",-0.5,0.0,-0.5,0.0
"[24, 17]",0.0,0.0,-0.5,-0.5
"[25, 17]",-0.5,0.0,0.0,0.0
"[24, 15]",0.0,-0.5,0.0,-0.5
"[24, 14]",0.0,-0.75,-0.5,0.0
"[25, 13]",-0.5,0.0,0.0,0.0
"[25, 14]",-0.5,0.0,0.0,0.0
"[25, 15]",0.0,0.0,-0.5,0.0
"[20, 16]",0.0,-0.5,0.0,0.0
"[18, 15]",0.0,-0.5,-0.5,-0.975
"[19, 16]",0.0,-0.725,-0.5,-0.5
"[18, 16]",0.0,0.0,-0.75,0.0
"[18, 14]",-0.5,-0.75,-0.5,-0.5
"[18, 13]",-0.75,-0.975,-0.5,-0.5
"[17, 13]",-0.5,0.0,0.0,-0.5
"[17, 14]",-0.5,0.0,-0.5,-0.5
"[17, 15]",-0.5,-0.5,-0.5,-0.5
"[19, 17]",0.0,0.0,-0.5,-0.5
"[18, 11]",-0.725,-0.5,-0.5,-0.5
"[18, 12]",-0.975,-0.75,-0.75,-0.5
"[17, 12]",0.0,-0.5,-0.5,-0.5
"[16, 12]",-0.5,0.0,0.0,0.0
"[18, 10]",0.0,0.0,0.0,-0.5
"[19, 7]",-0.5,-0.875,-0.5,-0.75
"[19, 6]",-0.75,0.0,-0.5,-0.5
"[20, 7]",0.0,-0.5,-0.75,0.0
"[20, 6]",-0.5,0.0,0.0,0.0
"[18, 6]",0.0,0.0,0.0,-0.5
"[17, 8]",0.0,-0.5,0.0,0.0
"[16, 6]",-0.5,0.0,0.0,0.0
"[13, 8]",0.0,0.0,-0.5,0.0
"[12, 10]",-0.5,0.0,-0.5,0.0
"[13, 10]",-0.5,0.0,0.0,-0.5
"[13, 11]",0.0,0.0,-0.5,0.0
"[12, 11]",0.0,0.0,-0.5,0.0
"[11, 11]",-0.5,0.0,0.0,0.0
"[11, 12]",0.0,0.0,0.0,-0.5
"[12, 12]",0.0,0.0,0.0,-0.5
"[13, 12]",0.0,0.0,0.0,-0.5
"[13, 13]",-0.5,-0.5,0.0,-0.75
"[14, 13]",0.0,-0.5,-0.5,-0.5
"[15, 13]",-0.5,-0.5,-0.5,0.0
"[15, 12]",0.0,0.0,-0.5,0.0
"[14, 12]",0.0,0.0,0.0,-0.5
"[15, 15]",-0.75,-0.75,-0.75,-0.5
"[15, 16]",-0.5,-0.75,-0.5,-0.975
"[15, 17]",-0.5,-0.975,-0.5,-0.5
"[15, 18]",-0.5,-0.75,0.0,0.0
"[16, 17]",-0.75,-0.5,-0.725,-0.5
"[16, 16]",-0.5,-0.5,-0.5,-0.75
"[17, 16]",-0.5,-0.5,-0.5,0.0
"[16, 15]",0.0,-0.5,-0.725,-0.75
"[16, 14]",0.0,-0.5,-0.5,-0.5
"[14, 16]",-0.5,0.0,-0.5,-0.5
"[16, 13]",0.0,0.0,0.0,-0.5
"[12, 17]",0.0,0.0,0.0,-0.5
"[14, 18]",0.0,-0.5,0.0,-0.5
"[14, 17]",0.0,0.0,0.0,-0.5
"[17, 17]",-0.5,0.0,0.0,-0.5
"[18, 17]",-0.5,-0.5,0.0,-0.5
"[18, 18]",-0.5,-0.5,0.0,0.0
"[16, 18]",-0.5,-0.5,0.0,-0.5
"[17, 18]",0.0,0.0,-0.5,0.0
"[16, 19]",-0.5,-0.5,0.0,-0.5
"[17, 19]",0.0,-0.5,0.0,-0.5
"[18, 19]",-0.5,-0.5,-0.5,-0.5
"[19, 19]",0.0,-0.5,0.0,-0.5
"[20, 19]",-0.5,0.0,-0.5,-0.5
"[21, 22]",0.0,-0.5,-0.5,0.0
"[20, 22]",0.0,0.0,0.0,-0.5
"[19, 21]",0.0,-0.5,0.0,-0.75
"[18, 20]",-0.5,-0.75,0.0,0.0
"[18, 21]",0.0,0.0,0.0,-0.5
"[16, 20]",-0.5,0.0,-0.5,0.0
"[16, 21]",0.0,-0.5,0.0,0.0
"[15, 20]",0.0,-0.5,-0.5,0.0
"[14, 20]",-0.5,0.0,0.0,-0.5
"[14, 21]",0.0,0.0,-0.5,0.0
"[13, 21]",0.0,0.0,-0.5,0.0
"[11, 19]",-0.725,-0.75,-0.5,-0.5
"[11, 18]",-0.5,0.0,-0.5,-0.5
"[13, 19]",-0.5,0.0,0.0,0.0
"[15, 19]",0.0,-50000.0,0.0,0.0
