,0,1,2,3
"[0, 0]",-0.4671589836156911,-0.9488343944168068,-1.0846808842120175,-0.2280250476138972
"[1, 0]",0.5996830659775616,1.3938489524830937,-0.36010153409917706,5.566339494013505
"[2, 0]",9.366936777246591,36.43771080774158,0.26710144934692726,76.91333441229727
"[3, 0]",199.0,772.553055720799,199.0,1399.4164535871143
None,0.0,0.0,0.0,0.0
"[2, 1]",0.1985467231510869,2.3985519960742603,0.41522569161324757,0.9832543953469504
"[1, 1]",-0.15928606444986618,0.08642014092171181,-0.22604573263367939,-0.056512400178274
"[0, 1]",-0.3023041959255719,-0.34648614366431363,-0.5801065182664731,-0.32451046267634365
"[2, 2]",0.1315419274267346,-0.034127526075997956,-0.039041497818789885,0.07273325197688943
"[2, 3]",-0.057715121522984886,3.354249357795483,-0.05712888281446581,13.915927826626447
"[1, 3]",-0.0879785163122541,-0.08048698523147538,-0.059406963225391005,0.12664551544286345
"[1, 2]",-0.1575124008151032,-0.14926949596864877,-0.13640427539319935,-0.1476859219709621
"[3, 1]",0.02559568937870299,39.638751482922906,4.351430698282965,0.019116852860681002
"[1, 4]",-0.13116089479084506,-0.0587231510098852,-0.04954252105261,-0.08590753734272334
"[0, 4]",-0.09834577398926608,-0.12529855133787038,-0.05022938044991,-0.059234687846379995
"[0, 3]",-0.09694223530673897,-0.09140890682284676,-0.049960010000000006,-0.06124471759412658
"[2, 4]",-0.03558211935971946,0.1075097889645194,-0.050243759488122194,0.032196362669441814
"[2, 5]",-0.04945427868538,-0.057867835363217913,-0.0494243912532796,-0.058519850599
"[2, 6]",-0.0199,-0.0202580354071,-0.01999,-0.0199
"[1, 6]",-0.0199,-0.010270538405200001,-0.01999,-0.01999
"[1, 7]",-0.029790999999999998,-0.01,0.0,-0.01
"[2, 7]",0.0,-0.01009,-0.029701,-0.0199
"[1, 8]",-0.0199,-0.01,-0.029790999999999998,-0.0199
"[1, 9]",-0.01,0.0,-0.029701,0.0
"[0, 9]",-0.0298,-0.01,-0.01,0.0
"[0, 8]",-0.029990000000000003,-0.01,-0.039889999999999995,-0.01999
"[0, 10]",-0.01,-0.02,0.0,-0.0199
"[0, 11]",0.0,-0.01,0.0,-0.01
"[1, 10]",0.0,0.0,-0.01,-0.01
"[1, 11]",-0.01,0.0,0.0,0.0
"[2, 10]",0.0,0.0,0.0,-0.01
"[2, 9]",0.0,-0.01,0.0,0.8801000000000001
"[2, 8]",-0.01,-0.01999,-0.01,0.0
"[3, 9]",297.01,0.0,0.0,0.0
"[0, 2]",-0.18149022497942152,-0.17727651159743135,-0.16035946805678453,-0.15006157472735698
"[3, 2]",7.026460355249332,-0.01866542028924939,5.248058592483372,4.335205873409
"[3, 3]",394.0399,585.19850599,199.0,394.0399
"[0, 5]",-0.0781916697262,-0.0398801,-0.1356137261274089,-0.040027255443189996
"[1, 5]",-0.049279664880999996,-0.07831395369433702,-0.03984772591,-0.049897607522337996
"[3, 4]",-0.03841840903640933,6.108416778198048,-0.02883315138496557,-0.019881825391000002
"[3, 5]",0.0,-0.008334675293764474,0.89199920699,-0.01
"[4, 5]",-0.009981825391,-0.01,-0.01,-0.01
"[5, 5]",0.0,-100.0,0.0,0.0
"[0, 6]",-0.01,-0.0298801,-0.049402,-0.0199
"[0, 7]",-0.01,0.0,0.0,-0.01
"[4, 4]",-0.014254381283764475,-0.01,0.0,0.0
"[4, 2]",-0.01,-0.009238607766532,0.034650448850681005,0.0
"[4, 1]",0.08459913705200002,0.15564991245413062,0.2305321232075457,0.0
"[4, 3]",0.0,0.0,0.0,-0.009948785491
"[4, 0]",-0.009238607766532,0.0,0.0,-0.018499150787912824
"[5, 0]",-100.0,0.0,0.0,0.0
"[3, 6]",0.0,0.0,199.0,0.0
"[5, 2]",0.0,-0.01,0.0,0.0
"[5, 1]",0.0,-0.008494091704962448,0.0,0.0
"[3, 7]",0.0,0.0,-0.01,-0.01
"[4, 7]",-0.01,-0.01,0.0,0.0
"[4, 6]",-0.01,0.0,0.0,0.0
"[4, 8]",0.0,0.0,-0.01,-0.01
"[5, 8]",-0.01,0.0,-0.01,0.0
"[5, 9]",0.0,0.0,-0.01,0.0
"[3, 8]",0.0,0.0,1.781,0.0
